project,ID2_mitigable,ID2_notMitigable,CD1_mitigable,CD1_notMitigable,UD1_mitigable,UD1_notMitigable,UD3_mitigable,UD3_notMitigable,UD4_mitigable,UD4_notMitigable,UD5_mitigable,UD5_notMitigable
L-18.1,47,3,0,0,78,51,8,0,0,2,10,6
